Title,Body
Sturdy Percopo Loft,"Howdy all.

We have a well built loft.  Custom designed and fabricated by Joshua Crook and crew, this loft was birthed in the labyrinths of Crook's garage and was birthed on the 3rd floor of Percopo.  It has just over 6ft of walking room below and covers the majority of a Percopo room.

If you're interested in seeing/purchasing our handywork, please email me at friskedt@rose-hulman.edu

Discounts for helping with disassembly!"
"Selling PS3, 13 games, and 3 wireless controllers","I no longer use my PS3 and figure someone else would be able to get better use out of it than me. There are 13 games being sold with it. Some of them include COD MW2 and MW3, COD black ops 1 and 2, Skyrim, and Madden. Also three controllers will be sold with the PS3. I am asking $250 obo. Contact me at clarklc@rose-hulman.edu and I can provide any more information."
Looking for 4th,"Looking for a 4th for a 4 person room in percopo. The three of us, CJ miller, Richard Clark and I need one more person to room with us next year. We are laid back and don't mind late nights and all enjoy video games, if interested e-mail me back at boydzs@rose-hulman.edu"
Futon for sale,"Selling a futon I bought this fall. It's lightly used, but not in any noticeable way. I hardly used it this year. The only reason I'm getting rid of it is because I don't have anywhere to store it, and I planned on buying a couch next year anyway. 

Here is the link to a new one from Wal-Mart: http://www.walmart.com/ip/Mainstays-Connectrix-Futon-Multiple-Colors/21089518

I'm asking $50 obo for it. If you want to see if first let me know. You can email me at mihalcm@rose-hulman.edu"
Selling Futon,"I am selling my futon that I bought during fall quarter this year. It is in pretty good condition. I simply do not have anywhere to store it. Please feel free to stop by and look at it. Here's the link to the exact one I bought: http://www.walmart.com/ip/Emily-Convertible-Futon-Multiple-Colors/16550066
If you're interested in purchasing it I'm asking $75 obo, send me an email at humesad@rose-hulman.edu or stop by Blumberg 307 to check it out! Thank you."
Selling Mountain Bike $200,I am selling my Jamis Komodo mountain bike. It was bought at $800 and is in very good conditition - am asking $200 or the best offer. Am looking to get this off of my hands before graduation in a few weeks.
Selling Mountain Bike $200,I am selling my Jamis Komodo mountain bike. It was bought at $800 and is in very good conditition - am asking $200 or the best offer. Am looking to get this off of my hands before graduation in a few weeks.
Looking for Roommate,"I am currently looking for a roommate for the Fall 2014-2015 Quarter. My current rooming situation has decided to go a different way so I now need to find a new roommate. I like video games, prefer quiet space, don't smoke/drink. Let me know if you need a roommate as well or a fourth for a suite."
Looking for Roommate EDIT,"I am currently looking for a roommate for the 2014-2015 school year. My current rooming situation has decided to go a different way so I now need to find a new roommate. I am going to be a Junior. I like video games, prefer quiet space, don't smoke/drink. Let me know if you need a roommate as well or a fourth for a suite.

Sorry for any confusion earlier."
Selling Decks,I am selling 3 decks. 2 are 4x8 and 1 is 4x6. They fit together great in an n or L shape or they can stand alone. Originally built for the triplets so they fit anywhere. They are $100 individually or $250 for all three.
Car Keys,Grounds crew found a set of car keys by the basketball courts near the Apartment Residence. Come to the receptionist desk in Facilities to describe and claim.
Found Glasses,Ground crew found a pair of glasses. Come to facilities to claim.
GameCube Controllers Wanted,"Only official Nintendo brand controllers.
If it's old or broken that's fine I will still buy it.

also looking for a Wii/GameCube system and super smash games"
Black Futon for Sale,"I am selling my black futon. It is used, but in very good condition. I am asking $125. Please contact me if you are interested in seeing it/ purchasing it. Email: klineal@rose-hulman.edu"
Looking for Roomate Off Campus,I am only going to be here next year for the fall and maybe the winter. Looking to find a place off campus but not to far away.
MAYTAG Washer & Dryer FOR SALE!!!,"Gently used Centennial Maytag washer and dryer for sale. Moving across country and need to get rid of these appliances.

Asking $600 for the pair! Please contact me at 281-814-8239 or schollba@rose-hulman.edu"
June and July Indy Sublease,"I am looking for a girl who needs a place to stay in indy for the months of June and July.  I have already signed the sublease for the 1201 apartments by IUPUI but found a place closer to work. There will be three other girls living there for the summer also.  The rent is $645 plus 50 to 100 for electric but everything else is included in the rent.  The apartments are really nice and there is a nice pool area there too.  Let me know if you are interested, my email is owensem@rose-hulman.edu. You can also check out the apartments here: http://www.1201indiana.com/."
LOFT FOR SALE,"I'm selling a percopo loft for $150 its blue, super sturdy, and over engineered to awesomeness. If you're interested feel free to stop by percopo 110 to see it or email me at wolfme@rose-hulman.edu."
Selling Twin Size TempurPedic Mattress,"Im selling my twin size tempurpedic mattress i bought last May. Original price was $850, and I would like $300 for it, or best offer. Am trying to get rid of it before graduation here in a few weeks."
Selling wireless mouse and keypad set $30,Im selling my wireless mouse and keypad set - they are made by Logitech and were bought at $85. Asking $30 or best offer
***Look for photoshop pro**,"I need help doing something in photo shop and needed some help. If you can assist please shoot me back an email. 

Thanks"
iPhone 4S charging case reduced,"uNu Exera system charging case for iPhone 4S. Comes with case, 2 extra batteries, battery charging hub, and charging cord. $100 brand new, asking $40, still in great shape, never dropped, all black model. Here is a link to the product for details http://www.myunu.com/exera-system-iphone-4s-battery-case-dock.html"
looking for roommate,I'm looking for a roommate (or two) who would be willing to join our three-person group. We're a bunch of rising seniors who are quiet and non-smoking. We were hoping to live in Lakeside.
Selling 2010 Camaro V6 LT RED,"Hello, I am selling my Red 2010 Camaro LT (Plate ""NOWHERE"") with around 32k miles on it. The car has customized 21 inches wheels, customized hood and rear wing; also, it comes with sunroof. The engine is V6 with 304hp, 0-60mph in about 6sec. The car has no major damage expect I crashed into a pole in the beginning of this year and the whole bumper was replaced with a new one and the windshield was also replaced. According to KBB, I should sell it for about $21k. But I am asking $20500 (negotiable) since I really want this car to stay here and driven by someone who is responsible like Rose people. Please send me an Email if you are interested. My email address is yuk@rose-hulman.edu. Thank you very much."
Selling Miliary Style Backpack $30,"I am selling a brand new backpack - am asking $30 for it or best offer. It looks very similar to this one.

http://www.midwayusa.com/product/2606114047/tru-spec-gi-spec-3-day-military-backpack"
Selling Black Leather Office Chair $50,"Im selling my black leather office chair for $50. It was bought at $150 at the beginning of the year and has no visible wear and tear. Looks very similar to this one:

http://www.amazon.com/Leather-Executive-Office-Lumbar-Support/dp/B000RFSIPW"
Twin Size TempurPedic Mattress Reduced $100,"Im selling my twin size tempurpedic mattress i bought last May. Original price was $850, and I would like $100 for it, or best offer. Am trying to get rid of it before graduation here in a few weeks."
Selling Lakeside Loft,"My roommate and I are looking to sell our loft. Our selling price is $200 or best offer. Please email barnessk@rose-hulman.edu or eversal@rose-hulman.edu if you are interested. Also, email us if you would like to stop by and see our loft in person."
Selling Lakeside 1 loft,"Selling a Lakeside 1 loft. It is very tall (~8 ft) and very sturdy so there is room above to sleep and it basically creates a whole room down below. If you want to come look at it, it's in Lakeside 117. Come look at it anytime but if you could let me know if you are coming, so I could be there, that'd be great. I am asking for $150 (or $100 if you can help take it down) but prices are negotiable. Contact me at dantcm@rose-hulman.edu. Thank you."
Can't sell your loft? Set it on fire!,"Where: Speed Beach
When: 7pm This Friday
Why: Awesome Bonfire!
How: Combustion

Join hosts Michael and Alex for some responsible burning of wood. BYOB - Bring your own boards. Smores and food may or may not be provided. This is the only feesible way of getting rid of these lofts. Aren't we all getting sick of 'selling loft' sharepoints? We can keep the fire burning all weekend if we get enough wood."
BOGO Decks,"I am selling a 4x8 and a 4x6 deck for $100 and $75 respectively. If you buy the 4x8 and also want the 4x6, you can have the buy one get one more than half off deal and get the 4x6 for only $30 instead of $75!!"
Team Rose Motorsports seeks Sponsor for AutoX,"Hi everybody,
We (Team Rose Motorsports) are looking to go to an autocross THIS Saturday, May 17th 2014. The event is in Rantoul, IL. It is about an hour and a half away from Terre Haute. We typically leave Terre Haute around 8am and return around 6:30pm. Anyways, we need a sponsor (such as a professor) to accompany us to allow us to bring team cars with us. So, if you are interested, or don't have other plans, or just want to go fast, let me know! 


Kyle Burrell
Vice President of Team Rose Motorsports
Contact: burrelks@rose-hulman.edu"
